locus_tag	ftype	length_bp	gene	EC_number	COG	product
SRR29831_02816	CDS	1257		1.18.1.2		Ferredoxin--NADP reductase
SRR29831_02817	CDS	624				hypothetical protein
SRR29831_02818	CDS	1023	tsaD	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase
SRR29831_02819	CDS	3435	pycA	6.4.1.1		Pyruvate carboxylase
SRR29831_02820	CDS	2928				hypothetical protein
SRR29831_02821	CDS	1419				hypothetical protein
SRR29831_02822	CDS	1635	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
SRR29831_02823	CDS	765	ypdB_3		COG3279	Transcriptional regulatory protein YpdB
SRR29831_02824	CDS	1923	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
SRR29831_02825	CDS	633	rex1		COG2344	Redox-sensing transcriptional repressor Rex 1
SRR29831_02826	CDS	891			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
SRR29831_02827	CDS	1386	gltD_3	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
SRR29831_02828	CDS	918				hypothetical protein
SRR29831_02829	CDS	1494	rsxB_5	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
SRR29831_02830	CDS	735				hypothetical protein
SRR29831_02831	CDS	645				hypothetical protein
SRR29831_02832	CDS	288	groS		COG0234	10 kDa chaperonin
SRR29831_02833	CDS	1626	groL		COG0459	60 kDa chaperonin
SRR29831_02834	CDS	750	ttcA_1	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
SRR29831_02835	CDS	1455	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
SRR29831_02836	CDS	1533	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
SRR29831_02837	CDS	1323	brnQ_3		COG1114	Branched-chain amino acid transport system 2 carrier protein
SRR29831_02838	CDS	1632	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
SRR29831_02839	CDS	1233	fldA_2	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
SRR29831_02840	CDS	795	fldI_2	3.6.1.-		(R)-phenyllactate dehydratase activator
SRR29831_02841	CDS	1224	fldB_2	4.2.1.-		(R)-phenyllactyl-CoA dehydratase alpha subunit
SRR29831_02842	CDS	1125	fldC_1	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
SRR29831_02843	CDS	1134	carC_2	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
SRR29831_02844	CDS	795	carD_3	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
SRR29831_02845	CDS	1197	carE_3	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
SRR29831_02846	CDS	1176				hypothetical protein
SRR29831_02847	CDS	996	fldH	1.1.1.-		Phenyllactate dehydrogenase
SRR29831_02848	CDS	1005		1.1.1.28		D-lactate dehydrogenase
SRR29831_02849	CDS	645				hypothetical protein
SRR29831_02850	CDS	171				hypothetical protein
SRR29831_02851	CDS	1353	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
SRR29831_02852	CDS	435				hypothetical protein
SRR29831_02853	CDS	168				hypothetical protein
SRR29831_02854	CDS	2004				hypothetical protein
SRR29831_02855	CDS	672	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
SRR29831_02856	CDS	717	rluB_2	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
SRR29831_02857	CDS	300				hypothetical protein
SRR29831_02858	CDS	2223	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
SRR29831_02859	CDS	1995	ligA_1	6.5.1.2		DNA ligase
SRR29831_02860	CDS	270				hypothetical protein
SRR29831_02861	CDS	1212	sstT_2			Serine/threonine transporter SstT
SRR29831_02862	CDS	288	gatC	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C
SRR29831_02863	CDS	1458	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
SRR29831_02864	CDS	1431	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
SRR29831_02865	CDS	1563	oppA_1		COG4166	Oligopeptide-binding protein OppA
SRR29831_02866	CDS	156				hypothetical protein
SRR29831_02867	CDS	1374				hypothetical protein
SRR29831_02868	CDS	600		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
SRR29831_02869	CDS	471		3.1.4.-		Putative metallophosphoesterase MG207 
SRR29831_02870	tRNA	76				tRNA-Pro(tgg)
SRR29831_02871	CDS	1176	metK	2.5.1.6		S-adenosylmethionine synthase
SRR29831_02872	CDS	2235	recD2_2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
SRR29831_02873	CDS	1014				hypothetical protein
SRR29831_02874	CDS	678	purF_3	2.4.2.14		Amidophosphoribosyltransferase
SRR29831_02875	CDS	528	hpf			Ribosome hibernation promotion factor
SRR29831_02876	CDS	2508	secA		COG0653	Protein translocase subunit SecA
SRR29831_02877	CDS	978	prfB			Peptide chain release factor 2
SRR29831_02878	CDS	1353				hypothetical protein
SRR29831_02879	CDS	2157	yhgF		COG2183	Protein YhgF
SRR29831_02880	CDS	594	ribU_2			Riboflavin transporter RibU
SRR29831_02881	CDS	1650				hypothetical protein
SRR29831_02882	CDS	270	flhB		COG1377	Flagellar biosynthetic protein FlhB
SRR29831_02883	CDS	687	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
SRR29831_02884	CDS	282	pagR			Transcriptional repressor PagR
SRR29831_02885	CDS	2454	cdr_2	1.8.1.14		Coenzyme A disulfide reductase
SRR29831_02886	CDS	882				hypothetical protein
SRR29831_02887	CDS	789				hypothetical protein
SRR29831_02888	CDS	2442	leuS	6.1.1.4		Leucine--tRNA ligase
SRR29831_02889	CDS	405	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
SRR29831_02890	tRNA	75				tRNA-Gln(ctg)
SRR29831_02891	CDS	525				hypothetical protein
SRR29831_02892	CDS	600	dnaJ_2			Chaperone protein DnaJ
SRR29831_02893	CDS	876				hypothetical protein
SRR29831_02894	CDS	540				hypothetical protein
SRR29831_02895	CDS	1038				hypothetical protein
SRR29831_02896	CDS	927	fba	4.1.2.13		Fructose-bisphosphate aldolase
SRR29831_02897	CDS	285				hypothetical protein
SRR29831_02898	CDS	669				hypothetical protein
SRR29831_02899	CDS	1659	udk_2	2.7.1.48		Uridine kinase
SRR29831_02900	CDS	162				hypothetical protein
SRR29831_02901	CDS	522				hypothetical protein
SRR29831_02902	CDS	435	hrp1		COG0517	Hypoxic response protein 1
SRR29831_02903	CDS	885	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
SRR29831_02904	CDS	645				hypothetical protein
SRR29831_02905	CDS	1941				hypothetical protein
SRR29831_02906	CDS	1266	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
SRR29831_02907	CDS	699	sleB		COG3409	Spore cortex-lytic enzyme
SRR29831_02908	CDS	915	cysK	2.5.1.47		Cysteine synthase
SRR29831_02909	CDS	597	cysE	2.3.1.30	COG1045	Serine acetyltransferase
SRR29831_02910	CDS	966	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
SRR29831_02911	CDS	702	aas	6.2.1.20		Bifunctional protein Aas
SRR29831_02912	CDS	642	nth	4.2.99.18	COG0177	Endonuclease III
SRR29831_02913	CDS	1173		1.1.1.38		NAD-dependent malic enzyme
SRR29831_02914	CDS	474				hypothetical protein
SRR29831_02915	CDS	474				hypothetical protein
SRR29831_02916	CDS	1230	cinA_3		COG1058	Putative competence-damage inducible protein
SRR29831_02917	CDS	984				hypothetical protein
SRR29831_02918	CDS	1035				hypothetical protein
SRR29831_02919	CDS	1137				hypothetical protein
SRR29831_02920	CDS	1353				hypothetical protein
SRR29831_02921	CDS	1008	splB	4.1.99.14	COG1533	Spore photoproduct lyase
SRR29831_02922	CDS	468	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
SRR29831_02923	CDS	840			COG1307	Fatty acid-binding protein
SRR29831_02924	CDS	1104	tmpC		COG1744	Membrane lipoprotein TmpC
SRR29831_02925	CDS	1533	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
SRR29831_02926	CDS	1104				hypothetical protein
SRR29831_02927	CDS	927	rfuD		COG1079	putative riboflavin import permease protein RfuD
SRR29831_02928	CDS	729		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
SRR29831_02929	CDS	1374	rpoN		COG1508	RNA polymerase sigma-54 factor
SRR29831_02930	CDS	1032	cggR		COG2390	Central glycolytic genes regulator
SRR29831_02931	CDS	1008	gap1	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
SRR29831_02932	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
SRR29831_02933	CDS	747	tpiA	5.3.1.1		Triosephosphate isomerase
SRR29831_02934	CDS	1530	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
SRR29831_02935	CDS	1296	eno	4.2.1.11	COG0148	Enolase
SRR29831_02936	CDS	234	secG		COG1314	putative protein-export membrane protein SecG
SRR29831_02937	CDS	2178	rnr	3.1.13.1	COG0557	Ribonuclease R
SRR29831_02938	CDS	759	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
SRR29831_02939	CDS	471	smpB		COG0691	SsrA-binding protein
SRR29831_02940	CDS	1164				hypothetical protein
SRR29831_02941	CDS	411				hypothetical protein
SRR29831_02942	CDS	732	rhaS_7			HTH-type transcriptional activator RhaS
SRR29831_02943	CDS	156				hypothetical protein
SRR29831_02944	CDS	753	rsxB_6	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
SRR29831_02945	CDS	939	hag_6		COG1344	Flagellin
SRR29831_02946	CDS	1620				hypothetical protein
SRR29831_02947	CDS	660				hypothetical protein
SRR29831_02948	CDS	684	graR_5		COG0745	Response regulator protein GraR
SRR29831_02949	CDS	1008	graS_4	2.7.13.3		Sensor histidine kinase GraS
SRR29831_02950	CDS	765	bceA		COG1136	Bacitracin export ATP-binding protein BceA
SRR29831_02951	CDS	1923	bceB_4		COG0577	Bacitracin export permease protein BceB
SRR29831_02952	CDS	972	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
SRR29831_02953	CDS	1119				hypothetical protein
SRR29831_02954	CDS	1464	lysP		COG0833	Lysine-specific permease
SRR29831_02955	CDS	735	gloB_5	3.1.2.6		Hydroxyacylglutathione hydrolase
SRR29831_02956	CDS	513				hypothetical protein
SRR29831_02957	CDS	903				hypothetical protein
SRR29831_02958	CDS	525	yyaP		COG0262	putative protein YyaP
SRR29831_02959	CDS	930	dinG_4	3.1.-.-		3'-5' exonuclease DinG
SRR29831_02960	CDS	471				hypothetical protein
SRR29831_02961	CDS	684	dsbD_3	1.8.1.8		Thiol:disulfide interchange protein DsbD
SRR29831_02962	CDS	567	resA_3			Thiol-disulfide oxidoreductase ResA
SRR29831_02963	CDS	678	srrA_6		COG0745	Transcriptional regulatory protein SrrA
SRR29831_02964	CDS	1398	sasA_20	2.7.-.-		Adaptive-response sensory-kinase SasA
SRR29831_02965	CDS	1962	dap	3.4.11.19		D-aminopeptidase
SRR29831_02966	CDS	696	srrA_7		COG0745	Transcriptional regulatory protein SrrA
SRR29831_02967	CDS	1089	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
SRR29831_02968	CDS	93				hypothetical protein
SRR29831_02969	CDS	1332	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
SRR29831_02970	CDS	1326	pagL	3.2.1.-	COG1486	Phospho-alpha-glucosidase PagL
SRR29831_02971	CDS	1524	malX_1		COG1263	PTS system maltose-specific EIICB component
SRR29831_02972	CDS	768	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
SRR29831_02973	CDS	780	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
SRR29831_02974	CDS	483	crr_2			PTS system glucose-specific EIIA component
SRR29831_02975	CDS	699	graR_6		COG0745	Response regulator protein GraR
SRR29831_02976	CDS	1050	graS_5	2.7.13.3		Sensor histidine kinase GraS
SRR29831_02977	CDS	771	yxdL_6		COG1136	ABC transporter ATP-binding protein YxdL
SRR29831_02978	CDS	1971	yxdM_4			ABC transporter permease protein YxdM
SRR29831_02979	CDS	1215	alr1_3	5.1.1.1	COG0787	Alanine racemase 1
SRR29831_02980	CDS	1572	malP		COG1263	PTS system maltose-specific EIICB component
SRR29831_02981	CDS	1326	malH_1	3.2.1.122	COG1486	Maltose-6'-phosphate glucosidase MalH
SRR29831_02982	CDS	510				hypothetical protein
SRR29831_02983	CDS	762	glvR		COG1737	HTH-type transcriptional regulator GlvR
SRR29831_02984	CDS	198	cspL		COG1278	Cold shock protein 2
SRR29831_02985	CDS	555				hypothetical protein
SRR29831_02986	CDS	432	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
SRR29831_02987	CDS	606	nahD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
SRR29831_02988	CDS	639				hypothetical protein
SRR29831_02989	CDS	1497				hypothetical protein
SRR29831_02990	CDS	762	murR_4			HTH-type transcriptional regulator MurR
SRR29831_02991	CDS	1584	malX_2		COG1263	PTS system maltose-specific EIICB component
SRR29831_02992	CDS	1335	malH_2	3.2.1.122	COG1486	Maltose-6'-phosphate glucosidase
SRR29831_02993	CDS	474	crr_3			PTS system glucose-specific EIIA component
SRR29831_02994	CDS	1716	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
SRR29831_02995	CDS	648	kdgA		COG0800	KHG/KDPG aldolase
SRR29831_02996	CDS	1005	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
SRR29831_02997	CDS	1800	ade	3.5.4.2	COG1001	Adenine deaminase
SRR29831_02998	CDS	501				hypothetical protein
SRR29831_02999	CDS	1167				hypothetical protein
SRR29831_03000	CDS	225				hypothetical protein
SRR29831_03001	CDS	1161				Iron-sulfur cluster carrier protein
SRR29831_03002	CDS	723	btsR		COG3279	Transcriptional regulatory protein BtsR
SRR29831_03003	CDS	1212				hypothetical protein
SRR29831_03004	CDS	735				hypothetical protein
SRR29831_03005	CDS	213				hypothetical protein
SRR29831_03006	CDS	972	rhaR_14			HTH-type transcriptional activator RhaR
SRR29831_03007	CDS	939	yxeB_1		COG0614	Iron(3+)-hydroxamate-binding protein YxeB
SRR29831_03008	CDS	126				hypothetical protein
SRR29831_03009	CDS	969	rhaR_15			HTH-type transcriptional activator RhaR
SRR29831_03010	CDS	930	yxeB_2		COG0614	Iron(3+)-hydroxamate-binding protein YxeB
SRR29831_03011	CDS	1029	feuB_2		COG0609	Iron-uptake system permease protein FeuB
SRR29831_03012	CDS	1014	feuC_2		COG0609	Iron-uptake system permease protein FeuC
SRR29831_03013	CDS	831	yusV_2		COG1120	putative siderophore transport system ATP-binding protein YusV
SRR29831_03014	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
SRR29831_03015	CDS	381	mntR_2		COG1321	Transcriptional regulator MntR
SRR29831_03016	CDS	1302	uacT_2		COG2233	Uric acid transporter UacT
SRR29831_03017	CDS	573	xpt_2	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
SRR29831_03018	CDS	693	graR_7		COG0745	Response regulator protein GraR
SRR29831_03019	CDS	981	graS_6	2.7.13.3	COG0642	Sensor histidine kinase GraS
SRR29831_03020	CDS	858	uppP_1	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
SRR29831_03021	CDS	747	yxdL_7		COG1136	ABC transporter ATP-binding protein YxdL
SRR29831_03022	CDS	1863	yxdM_5			ABC transporter permease protein YxdM
SRR29831_03023	CDS	618				hypothetical protein
SRR29831_03024	CDS	360	lrgA		COG1380	Antiholin-like protein LrgA
SRR29831_03025	CDS	696	yohK		COG1346	Inner membrane protein YohK
SRR29831_03026	CDS	651				hypothetical protein
SRR29831_03027	CDS	894				hypothetical protein
SRR29831_03028	CDS	1509				hypothetical protein
SRR29831_03029	CDS	552				hypothetical protein
SRR29831_03030	CDS	468				hypothetical protein
SRR29831_03031	CDS	690	agrB_2	3.4.-.-		Accessory gene regulator protein B
SRR29831_03032	CDS	135				hypothetical protein
SRR29831_03033	CDS	1704				hypothetical protein
SRR29831_03034	CDS	510				hypothetical protein
SRR29831_03035	CDS	468				hypothetical protein
SRR29831_03036	CDS	1842	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
SRR29831_03037	CDS	468				hypothetical protein
SRR29831_03038	CDS	630	agrB_3	3.4.-.-		Accessory gene regulator protein B
SRR29831_03039	CDS	135				hypothetical protein
SRR29831_03040	CDS	1854	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
SRR29831_03041	CDS	867	ttcA_2	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
SRR29831_03042	CDS	546	puuR_3			HTH-type transcriptional regulator PuuR
SRR29831_03043	CDS	1407	ygjI		COG0531	Inner membrane transporter YgjI
SRR29831_03044	CDS	1083		3.4.-.-		putative peptidase
SRR29831_03045	CDS	2589	adhE_5			Aldehyde-alcohol dehydrogenase
SRR29831_03046	CDS	288				hypothetical protein
SRR29831_03047	CDS	594				hypothetical protein
SRR29831_03048	CDS	468				hypothetical protein
SRR29831_03049	CDS	1011				hypothetical protein
SRR29831_03050	CDS	528	bcrC	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
SRR29831_03051	CDS	2097				hypothetical protein
SRR29831_03052	CDS	2469	smc_7			Chromosome partition protein Smc
SRR29831_03053	CDS	810		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
SRR29831_03054	CDS	687	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
SRR29831_03055	CDS	1395	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
SRR29831_03056	CDS	1494				hypothetical protein
SRR29831_03057	CDS	567	rsmH_2	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
SRR29831_03058	CDS	675	ydjZ_3		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
SRR29831_03059	CDS	2679				hypothetical protein
SRR29831_03060	CDS	1188				hypothetical protein
SRR29831_03061	CDS	1341	yeeO		COG0534	putative FMN/FAD exporter YeeO
SRR29831_03062	CDS	567				hypothetical protein
SRR29831_03063	CDS	1269	nhaP			K(+)/H(+) antiporter NhaP
SRR29831_03064	CDS	1323	csd	2.8.1.7		putative cysteine desulfurase
SRR29831_03065	CDS	1011				hypothetical protein
SRR29831_03066	CDS	675				hypothetical protein
SRR29831_03067	CDS	699	walR_12		COG0745	Transcriptional regulatory protein WalR
SRR29831_03068	CDS	1515	sasA_21	2.7.-.-		Adaptive-response sensory-kinase SasA
SRR29831_03069	CDS	1416	panF		COG4145	Sodium/pantothenate symporter
SRR29831_03070	CDS	1320	rnfC	7.1.1.-	COG4656	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C
SRR29831_03071	CDS	933	rnfD	7.2.1.2	COG4658	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D
SRR29831_03072	CDS	672	rsxG	7.-.-.-		Ion-translocating oxidoreductase complex subunit G
SRR29831_03073	CDS	600	rnfE	7.2.1.2	COG4660	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit E
SRR29831_03074	CDS	579	rnfA	7.2.1.2	COG4657	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit A
SRR29831_03075	CDS	834	rnfB	7.2.1.2	COG2878	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit B
SRR29831_03076	CDS	1059	lytC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
SRR29831_03077	CDS	531				hypothetical protein
SRR29831_03078	CDS	468				hypothetical protein
SRR29831_03079	CDS	1035	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
SRR29831_03080	CDS	240				hypothetical protein
SRR29831_03081	CDS	1833				hypothetical protein
SRR29831_03082	CDS	489				hypothetical protein
SRR29831_03083	CDS	96				hypothetical protein
SRR29831_03084	CDS	1512				hypothetical protein
SRR29831_03085	CDS	912	pstS			Phosphate-binding protein PstS
SRR29831_03086	CDS	864	pstC_2		COG0573	Phosphate transport system permease protein PstC
SRR29831_03087	CDS	831	pstA2		COG0581	Phosphate transport system permease protein PstA 2
SRR29831_03088	CDS	747	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
SRR29831_03089	CDS	471				hypothetical protein
SRR29831_03090	CDS	1452	yhdG_1		COG0531	putative amino acid permease YhdG
SRR29831_03091	CDS	1476	yhdG_2		COG0531	putative amino acid permease YhdG
SRR29831_03092	CDS	564				hypothetical protein
SRR29831_03093	CDS	117				hypothetical protein
SRR29831_03094	CDS	606				hypothetical protein
SRR29831_03095	CDS	696				hypothetical protein
SRR29831_03096	CDS	339	ssbA_1		COG0629	Single-stranded DNA-binding protein A
SRR29831_03097	CDS	552	mntP_2		COG1971	putative manganese efflux pump MntP
SRR29831_03098	CDS	435	perR_2		COG0735	Peroxide operon regulator
SRR29831_03099	CDS	348				hypothetical protein
SRR29831_03100	CDS	1059				hypothetical protein
SRR29831_03101	CDS	1032	glpG	3.4.21.105		Rhomboid protease GlpG
SRR29831_03102	CDS	2055	mcpB_7		COG0840	Methyl-accepting chemotaxis protein McpB
SRR29831_03103	CDS	1731	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
SRR29831_03104	CDS	1059				hypothetical protein
SRR29831_03105	CDS	450	rnhA	3.1.26.4	COG0328	Ribonuclease HI
SRR29831_03106	CDS	177				hypothetical protein
SRR29831_03107	CDS	1305				hypothetical protein
SRR29831_03108	CDS	1254				hypothetical protein
SRR29831_03109	CDS	927				hypothetical protein
SRR29831_03110	CDS	2601	clpB		COG0542	Chaperone protein ClpB
SRR29831_03111	CDS	726	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
SRR29831_03112	CDS	1326	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
SRR29831_03113	CDS	981	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
SRR29831_03114	CDS	1113				hypothetical protein
SRR29831_03115	CDS	855	uppP_2	3.6.1.27		Undecaprenyl-diphosphatase
SRR29831_03116	tRNA	74				tRNA-Thr(tgt)
SRR29831_03117	CDS	723	ttcA_3	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
SRR29831_03118	CDS	525				hypothetical protein
SRR29831_03119	CDS	1029	mbl		COG1077	Cell shape-determining protein Mbl
SRR29831_03120	CDS	255	spoIIID			Stage III sporulation protein D
SRR29831_03121	CDS	747	spoIIQ		COG0739	Stage II sporulation protein Q
SRR29831_03122	CDS	1077				hypothetical protein
SRR29831_03123	CDS	1257	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
SRR29831_03124	CDS	708				hypothetical protein
SRR29831_03125	CDS	402	atpC		COG0355	ATP synthase epsilon chain
SRR29831_03126	CDS	1389	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
SRR29831_03127	CDS	849	atpG		COG0224	ATP synthase gamma chain
SRR29831_03128	CDS	1515	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
SRR29831_03129	CDS	540	atpH			ATP synthase subunit delta, sodium ion specific
SRR29831_03130	CDS	480	atpF			ATP synthase subunit b, sodium ion specific
SRR29831_03131	CDS	243	atpE_2		COG0636	ATP synthase subunit c
SRR29831_03132	CDS	681	atpB		COG0356	ATP synthase subunit a
SRR29831_03133	CDS	369				hypothetical protein
SRR29831_03134	CDS	1158	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
SRR29831_03135	CDS	1035	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
SRR29831_03136	CDS	489				hypothetical protein
SRR29831_03137	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
SRR29831_03138	CDS	438	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
SRR29831_03139	CDS	453	ywlE	3.9.1.2	COG0394	Protein-arginine-phosphatase
SRR29831_03140	CDS	1056	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
SRR29831_03141	CDS	720	zupT_2		COG0428	Zinc transporter ZupT
SRR29831_03142	CDS	609				hypothetical protein
SRR29831_03143	CDS	1077	prfA		COG0216	Peptide chain release factor 1
SRR29831_03144	CDS	852	prmC_2	2.1.1.297	COG2890	Release factor glutamine methyltransferase
SRR29831_03145	CDS	918				hypothetical protein
SRR29831_03146	CDS	576	tdk	2.7.1.21	COG1435	Thymidine kinase
SRR29831_03147	CDS	219	rpmE		COG0254	50S ribosomal protein L31
SRR29831_03148	CDS	1446	rho	3.6.4.-		Transcription termination factor Rho
SRR29831_03149	CDS	345				hypothetical protein
SRR29831_03150	CDS	1602	pyrG	6.3.4.2		CTP synthase
SRR29831_03151	CDS	300				hypothetical protein
SRR29831_03152	CDS	429	ywiB		COG4506	putative beta-barrel protein YwiB
SRR29831_03153	CDS	981	thiI	2.8.1.4		tRNA sulfurtransferase
SRR29831_03154	CDS	1371	ypeB			Sporulation protein YpeB
SRR29831_03155	CDS	1242	ugtP	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
SRR29831_03156	CDS	633				hypothetical protein
SRR29831_03157	CDS	1179	gerAC_2			Spore germination protein A3
SRR29831_03158	CDS	1098	gerAB			Spore germination protein A2
SRR29831_03159	CDS	1464	gerBA_4			Spore germination protein B1
SRR29831_03160	CDS	198				hypothetical protein
SRR29831_03161	CDS	843	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
SRR29831_03162	CDS	2622	cphA	6.3.2.29	COG0769	Cyanophycin synthetase
SRR29831_03163	CDS	801	cphB	3.4.15.6		Cyanophycinase
SRR29831_03164	CDS	1563				hypothetical protein
SRR29831_03165	CDS	237	veg		COG4466	Protein Veg
SRR29831_03166	CDS	903	yabG	3.4.-.-		Sporulation-specific protease YabG
SRR29831_03167	CDS	1005	cotI_3			Spore coat protein I
SRR29831_03168	CDS	1128	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
SRR29831_03169	CDS	1014	cotI_4			Spore coat protein I
SRR29831_03170	CDS	768				hypothetical protein
SRR29831_03171	CDS	195				hypothetical protein
SRR29831_03172	CDS	1011	cotI_5			Spore coat protein I
SRR29831_03173	CDS	1116	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
SRR29831_03174	CDS	1275	lacE			Lactose-binding protein
SRR29831_03175	CDS	1383	moaA_8			GTP 3',8-cyclase
SRR29831_03176	CDS	747	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
SRR29831_03177	CDS	807	larE_2	4.4.1.37	COG1606	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
SRR29831_03178	CDS	1305	larC	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
SRR29831_03179	CDS	1068	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
SRR29831_03180	CDS	4053	recD2_3	3.6.4.12		ATP-dependent RecD-like DNA helicase
SRR29831_03181	CDS	999	ccpA		COG1609	Catabolite control protein A
SRR29831_03182	CDS	3117	mupA			mupirocin-resistant isoleucine--tRNA ligase MupA
SRR29831_03183	CDS	636				hypothetical protein
